,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,regional_sales_label,interval_years_2020,gloabl_sales_log,cluster_label
14618,SD Gundam: Gashapon Wars,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14619,Curious George,XB,2006.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,57.0,11.0,tbd,,Monkey Bar Games,E,NA&EU,0.75,0.1108612288668109,8
14620,Disney's Aladdin,GBA,2003.0,Platform,Capcom,0.02,0.01,0.0,0.0,0.03,59.0,17.0,tbd,,Disney Interactive,E,NA&EU,0.625,0.1108612288668109,8
14621,Virtual Pool: Tournament Edition,XB,2005.0,Sports,Global Star,0.02,0.01,0.0,0.0,0.03,62.0,6.0,tbd,,Celeris,E,NA&EU,0.75,0.1108612288668109,11
14622,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015.0,Action,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14623,SimCity,PC,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03,64.0,75.0,2.2,4572.0,Maxis,E10+,EU,0.25,0.1108612288668109,0
14624,Nippon no Asoko de,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14625,Harry Potter and the Half-Blood Prince,PC,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.03,64.0,14.0,6.1,35.0,EA Bright Light,E10+,EU,0.75,0.1108612288668109,0
14626,Higurashi no Naku Koro ni Iki,PSV,2015.0,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14627,Harley-Davidson: Road Trip,Wii,2010.0,Racing,Destineer,0.03,0.0,0.0,0.0,0.03,,,tbd,,Destineer,E,,0.875,0.1108612288668109,4
14628,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015.0,Role-Playing,Idea Factory,0.01,0.01,0.01,0.0,0.03,,,,,,,JP&NA,1.0,0.1108612288668109,18
14629,MapleStory DS,DS,2010.0,Role-Playing,Nexon,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,19
14630,Playmobil Top Agents,DS,2010.0,Action,JoWood Productions,0.0,0.03,0.0,0.0,0.03,,,,,Dreamcatcher,E10+,EU,0.875,0.1108612288668109,20
14631,Doom 3 BFG Edition,PC,2012.0,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.0,0.03,59.0,12.0,5.3,210.0,id Software,M,EU,0.875,0.1108612288668109,22
14632,Pimp My Ride: Street Racing,DS,2009.0,Racing,Activision,0.03,0.0,0.0,0.0,0.03,,,tbd,,Virtuos,E,,0.75,0.1108612288668109,4
14633,Romance of the Three Kingdoms II,3DS,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14634,Popeye: Rush for Spinach,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03,48.0,9.0,4.2,5.0,Magic Pockets,E,NA&EU,0.75,0.1108612288668109,8
14635,Culdcept,PS2,2002.0,Strategy,Sega,0.01,0.01,0.0,0.0,0.03,78.0,26.0,8.9,9.0,NEC Interchannel,T,NA&EU,0.625,0.1108612288668109,1
14636,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996.0,Role-Playing,NEC,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.5,0.1108612288668109,25
14637,Bladestorm: Nightmare,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,7.4,5.0,Koei Tecmo Games,T,JP,1.0,0.1108612288668109,20
14638,BeatMania IIDX 15: DJ Troopers,PS2,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14639,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14640,Planet of the Apes,GBA,2001.0,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,54.0,6.0,tbd,,Torus Games,E,NA&EU,0.625,0.1108612288668109,8
14641,OZMAFIA!! -vivace-,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,3
14642,Drake & Josh: Talent Showdown,DS,2007.0,Adventure,THQ,0.03,0.0,0.0,0.0,0.03,,,,,,,,0.75,0.1108612288668109,3
14643,Hissatsu Pachinko Collection 3,SNES,1995.0,Misc,Sunsoft,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.5,0.1108612288668109,19
14644,Real World Golf,XB,2006.0,Sports,Mad Catz,0.02,0.01,0.0,0.0,0.03,74.0,12.0,tbd,,"Aqua Pacific, In2Games",E,NA&EU,0.75,0.1108612288668109,11
14645,Kung Fu Panda: Showdown of Legendary Legends,3DS,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,,,tbd,,"Vicious Cycle, Little Orbit",E10+,EU,1.0,0.1108612288668109,20
14646,Oumagatoki: Kaidan Romance,PSP,2012.0,Action,Quinrose,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14647,GTR Evolution,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.0,0.03,83.0,19.0,8.2,63.0,SimBin,E,EU,0.75,0.1108612288668109,0
14648,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14649,Hayate no Gotoku! Nightmare Paradise,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14650,Lords of the Fallen,PC,2014.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,73.0,36.0,6.9,583.0,"City Interactive, Deck 13",M,EU,0.875,0.1108612288668109,0
14651,NBA 08,PSP,2007.0,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,75.0,18.0,7.5,8.0,SCEA,E,,0.75,0.1108612288668109,16
14652,Sins of a Solar Empire,PC,2008.0,Strategy,Pinnacle,0.0,0.02,0.0,0.0,0.03,87.0,52.0,8.2,275.0,Ironclad Games,T,EU,0.75,0.1108612288668109,0
14653,New Tokyo Legacy: Operation Babel,PSV,2015.0,Role-Playing,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14654,The Wolf Among Us,X360,2011.0,Adventure,Telltale Games,0.01,0.02,0.0,0.0,0.03,83.0,5.0,7.7,88.0,,,EU,0.875,0.1108612288668109,0
14655,HappinessCharge PreCure! Kawarun Collection,3DS,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,19
14656,Nanashi no Game Me,DS,2009.0,Action,Square Enix,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14657,NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,90.0,5.0,6.8,130.0,Visual Concepts,E,EU,0.875,0.1108612288668109,0
14658,Resident Evil 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,76.0,15.0,7.4,242.0,Capcom,M,EU,0.75,0.1108612288668109,0
14659,DICE: DNA Integrated Cybernetic Enterprises,PS2,2005.0,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,48.0,15.0,tbd,,Natsume,E10+,NA&EU,0.75,0.1108612288668109,1
14660,007: Quantum of Solace,PC,2008.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,70.0,18.0,6.3,55.0,Treyarch,T,NA&EU,0.75,0.1108612288668109,0
14661,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14662,Megpoid the Music#,PSP,2013.0,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14663,Batman: A Telltale Game Series,XOne,2016.0,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,,,4.3,7.0,Telltale Games,M,NA&EU,1.0,0.1108612288668109,3
14664,Wallace & Gromit in Project Zoo,XB,2003.0,Platform,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.625,0.1108612288668109,17
14665,Boulder Dash: Rocks!,DS,2007.0,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.0,0.03,,,,,,,EU,0.75,0.1108612288668109,19
14666,Grid Runner,PS,1996.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.5,0.1108612288668109,10
14667,Saihai no Yukue,DS,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14668,Metal Dungeon,XB,2002.0,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,44.0,14.0,7.2,5.0,Panther Software,T,NA&EU,0.625,0.1108612288668109,21
14669,Drome Racers,GC,2003.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,54.0,5.0,6.6,5.0,Attention To Detail,E,NA&EU,0.625,0.1108612288668109,15
14670,World of Zoo,PC,2009.0,Simulation,THQ,0.0,0.02,0.0,0.01,0.03,,,8.4,11.0,Blue Fang Games,E,EU,0.75,0.1108612288668109,23
14671,Guitar Freaks V & DrumMania V,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14672,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009.0,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14673,Royal Palace of White Sword and The City of Gentiles,PC,2009.0,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,,,,,,,EU,0.75,0.1108612288668109,23
14674,Triple Pack: Xbox Live Arcade Compilation,X360,2011.0,Misc,Microsoft Game Studios,0.03,0.0,0.0,0.0,0.03,,,tbd,,Various,T,,0.875,0.1108612288668109,12
14675,Gekido Advance: Kintaro's Revenge,GBA,2002.0,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,70.0,7.0,7,4.0,Naps Team,T,NA&EU,0.625,0.1108612288668109,5
14676,Dream Pinball 3D,DS,2008.0,Misc,SouthPeak Games,0.03,0.0,0.0,0.0,0.03,,,tbd,,TopWare Interactive,E10+,,0.75,0.1108612288668109,4
14677,Future Tactics: The Uprising,XB,2004.0,Strategy,JoWood Productions,0.02,0.01,0.0,0.0,0.03,61.0,24.0,tbd,,,,NA&EU,0.625,0.1108612288668109,21
14678,Winter Sports 3: The Great Tournament,PS3,2010.0,Sports,Tradewest,0.0,0.02,0.0,0.01,0.03,,,,,49Games,E,EU,0.875,0.1108612288668109,23
14679,Power Poke Dash,GBA,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,25
14680,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14681,Detective Opera: Milky Holmes 2,PSP,2012.0,Adventure,BushiRoad,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14682,Nisekoi: Yomeiri!?,PSV,2014.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,3
14683,Blaze Union: Story to Reach the Future,PSP,2010.0,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14684,Barbie and Her Sisters Puppy Rescue,Wii,2015.0,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,,,tbd,,"Torus Games, Little Orbit",E,EU,1.0,0.1108612288668109,20
14685,Handball 16,PS3,2015.0,Sports,Bigben Interactive,0.0,0.02,0.0,0.0,0.03,,,tbd,,EKO Software,E,EU,1.0,0.1108612288668109,23
14686,Commander: Conquest of the Americas,PC,2010.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,68.0,16.0,5.2,19.0,Nitro Games,T,EU,0.875,0.1108612288668109,0
14687,World of Tanks,X360,,Shooter,,0.0,0.03,0.0,0.0,0.03,,,5.2,9.0,Microsoft Game Studios,,EU,0.125,0.1108612288668109,13
14688,LEGO Pirates of the Caribbean: The Video Game,PC,2011.0,Action,Disney Interactive Studios,0.03,0.0,0.0,0.0,0.03,73.0,11.0,6.6,17.0,Traveller's Tales,E10+,,0.875,0.1108612288668109,24
14689,Race Driver 2006,PSP,2006.0,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03,81.0,16.0,8.5,6.0,Sumo Digital,T,,0.75,0.1108612288668109,21
14690,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,3
14691,Samurai Warriors: Sanada Maru,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Omega Force,,JP,1.0,0.1108612288668109,20
14692,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003.0,Action,THQ,0.02,0.01,0.0,0.0,0.03,44.0,16.0,8.6,5.0,Natsume,T,NA&EU,0.625,0.1108612288668109,8
14693,Battlefield 1942: The WW II Anthology,PC,2004.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.625,0.1108612288668109,10
14694,Genkai Tokki: Seven Pirates,PSV,2016.0,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14695,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,19
14696,Parfait,PSV,2015.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,3
14697,Mighty No. 9,WiiU,2016.0,Platform,Deep Silver,0.02,0.01,0.0,0.0,0.03,48.0,9.0,4.6,78.0,Inti Creates,E10+,NA&EU,1.0,0.1108612288668109,14
14698,Roadsters,PS,2000.0,Racing,Titus,0.02,0.01,0.0,0.0,0.03,,,tbd,,,,NA&EU,0.625,0.1108612288668109,10
14699,Merv Griffin's Crosswords,DS,2008.0,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03,,,,,,,,0.75,0.1108612288668109,19
14700,DeathSmiles II,X360,2010.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14701,The Great Mystery Hidden Object Package 5,PC,2015.0,Adventure,Rondomedia,0.0,0.03,0.0,0.0,0.03,,,,,,,EU,1.0,0.1108612288668109,23
14702,Kenka Bancho Otome,PSV,2016.0,Action,Screenlife,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14703,Calcio Bit,GBA,2006.0,Sports,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,25
14704,Star Trek: The Game,PC,2013.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,,,,,,,EU,0.875,0.1108612288668109,23
14705,Whiteout,XB,2002.0,Racing,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,58.0,4.0,tbd,,Konami,T,NA&EU,0.625,0.1108612288668109,21
14706,Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006.0,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14707,Kung Fu Panda: Legendary Warriors,DS,2008.0,Action,Activision,0.02,0.0,0.0,0.0,0.03,73.0,7.0,tbd,,Artificial Mind and Movement,E10+,,0.75,0.1108612288668109,16
14708,Hyakumanton no Bara Bara,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14709,Superdimension Neptune vs Sega Hard Girls,PSV,2016.0,Role-Playing,Idea Factory International,0.0,0.02,0.0,0.01,0.03,73.0,16.0,8.4,12.0,Compile Heart,T,EU,1.0,0.1108612288668109,0
14710,The Talos Principle,PS4,2015.0,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.03,88.0,31.0,8.4,124.0,Croteam,E10+,EU,1.0,0.1108612288668109,0
14711,Hajime no Ippo: The Fighting,GBA,2002.0,Fighting,ESP,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.625,0.1108612288668109,3
14712,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14713,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,47.0,27.0,8.2,12.0,"Neverland, Idea Factory",T,,0.75,0.1108612288668109,21
14714,Syberia II,XB,2004.0,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03,71.0,7.0,8.7,6.0,Microids,T,NA&EU,0.625,0.1108612288668109,21
14715,Motor Trend presents Lotus Challenge,XB,2003.0,Racing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,61.0,9.0,tbd,,Kuju Entertainment,E,NA&EU,0.625,0.1108612288668109,15
14716,Braid,PC,2009.0,Platform,Number None,0.0,0.02,0.0,0.0,0.03,90.0,11.0,8.6,819.0,"Number None Inc., Knockout Games",E10+,EU,0.75,0.1108612288668109,0
14717,Gudetama: Hanjuku de Tanomuwa,3DS,2015.0,Action,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14718,LEGO Legends of Chima: Laval's Journey,DS,2013.0,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03,,,tbd,,TT Games,E10+,EU,0.875,0.1108612288668109,23
14719,Bleach DS 4th: Flame Bringer,DS,2009.0,Action,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14720,Syberia,PC,2002.0,Action,Microids,0.0,0.02,0.0,0.0,0.03,82.0,26.0,8.5,235.0,Microids,T,EU,0.625,0.1108612288668109,0
14721,Pacific Liberator,Wii,2009.0,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,tbd,,Team6 Game Studios,T,,0.75,0.1108612288668109,4
14722,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009.0,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14723,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010.0,Fighting,SNK Playmore,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14724,Puzzle Challenge: Crosswords and More!,Wii,2009.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,,,,0.75,0.1108612288668109,12
14725,Turn It Around,DS,2006.0,Action,505 Games,0.03,0.0,0.0,0.0,0.03,39.0,11.0,4.5,4.0,"Taito Corporation, 505 Games",E,,0.75,0.1108612288668109,16
14726,Nisenochigiri: Omoide no Saki e,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14727,Jack Keane,PC,2008.0,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03,69.0,25.0,7,21.0,Legacy Interactive,T,EU,0.75,0.1108612288668109,5
14728,Girls Only,DS,2010.0,Simulation,Foreign Media Games,0.03,0.0,0.0,0.0,0.03,,,,,,,,0.875,0.1108612288668109,4
14729,Monsters vs. Aliens,PC,2009.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,63.0,8.0,6.2,5.0,Beenox,E10+,NA&EU,0.75,0.1108612288668109,14
14730,In Cold Blood,PS,2000.0,Adventure,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.625,0.1108612288668109,10
14731,Fireblade,GC,2002.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03,,,tbd,,Kuju Entertainment,T,NA&EU,0.625,0.1108612288668109,10
14732,Kamigami no Asobi,PSP,2013.0,Adventure,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14733,Harukanaru Toki no Naka de 6,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14734,Kong: King of Atlantis,GBA,2005.0,Action,THQ,0.02,0.01,0.0,0.0,0.03,,,tbd,,SkyRiver Studios,E,NA&EU,0.75,0.1108612288668109,2
14735,Kidou Senshi V Gundam,SNES,1994.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.375,0.1108612288668109,25
14736,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14737,Wrestle Angels: Survivor 2,PS2,2008.0,Fighting,Tryfirst,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14738,Onechanbara Z Kagura,X360,2012.0,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14739,Ride,PC,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,68.0,8.0,4.8,30.0,Milestone S.r.l,E,EU,1.0,0.1108612288668109,0
14740,The King of Fighters 02/03,XB,2005.0,Fighting,SNK Playmore,0.02,0.01,0.0,0.0,0.03,76.0,23.0,tbd,,SNK,T,NA&EU,0.75,0.1108612288668109,21
14741,ESPN Winter X Games: Snowboarding 2002,XB,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,71.0,8.0,tbd,,Konami,T,NA&EU,0.625,0.1108612288668109,21
14742,Mega Minis Volume 2,PSP,2011.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,,,EU,0.875,0.1108612288668109,20
14743,Safari Adventures: Africa,DS,2008.0,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,,,tbd,,Conspiracy Entertainment,E,,0.75,0.1108612288668109,4
14744,Tsuku Monogatari,PSP,2011.0,Adventure,FuRyu,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14745,Vitamin Z,PS2,2009.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14746,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14747,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14748,Battle vs. Chess,PC,,Misc,TopWare Interactive,0.0,0.02,0.0,0.0,0.03,69.0,5.0,5.9,12.0,Targem Games,T,EU,0.125,0.1108612288668109,0
14749,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012.0,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14750,The Island of Dr. Frankenstein,Wii,2009.0,Adventure,Storm City Games,0.03,0.0,0.0,0.0,0.03,26.0,6.0,tbd,,Storm City Games,E,,0.75,0.1108612288668109,4
14751,Tom and Jerry in War of the Whiskers,XB,,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.125,0.1108612288668109,10
14752,Nobunaga no Yabou DS 2,DS,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14753,The IdolM@ster: Gravure For You! Vol. 6,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14754,Metal Saga: Hagane no Kisetsu,DS,2006.0,Role-Playing,Success,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14755,Animaniacs: The Great Edgar Hunt,GC,2005.0,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,65.0,14.0,tbd,,Warthog,E,NA&EU,0.75,0.1108612288668109,15
14756,SingStar Fussballhits,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,,,EU,0.875,0.1108612288668109,23
14757,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,2016.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,3
14758,Dream Club Zero Portable,PSV,2011.0,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14759,LEGO Harry Potter: Years 1-4,PC,2010.0,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,79.0,15.0,7.9,55.0,Traveller's Tales,E10+,NA&EU,0.875,0.1108612288668109,14
14760,Samurai Warriors 2,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14761,Bus Simulator 16,PC,2016.0,Simulation,Astragon,0.0,0.03,0.0,0.0,0.03,46.0,8.0,6.1,18.0,Still Alive Studios,,EU,1.0,0.1108612288668109,23
14762,Mystery Trackers: The Void,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.03,,,tbd,,Big Fish Games,,EU,0.875,0.1108612288668109,23
14763,Diabolik Lovers: Lunatic Parade,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,3
14764,Battle Arena Toshinden URA,SAT,1995.0,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.5,0.1108612288668109,25
14765,The Croods: Prehistoric Party!,WiiU,2013.0,Misc,D3Publisher,0.01,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.875,0.1108612288668109,19
14766,Betty Boop's Double Shift,DS,2007.0,Puzzle,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,,,tbd,,DSI Games,E,,0.75,0.1108612288668109,4
14767,Battle vs. Chess,X360,2011.0,Misc,TopWare Interactive,0.0,0.02,0.0,0.0,0.03,,,,,"Targem Games, TopWare Interactive",T,EU,0.875,0.1108612288668109,12
14768,Biohazard: Revival Selection,X360,2011.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
